respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
907,2018,19,black,female,12,high school,NA,bachelor,none,detached 1-fam house,own or is buying,none,"2 gens, children",aquarius,someone else,private,never married,3,0,NA,city gt 250000,w. nor. central,both in u.s,independent,ineligible,NA,4,did not vote,independent
2189,2018,37,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",libra,someone else,private,married,2,2,27,"country,nonfarm",e. nor. central,both in u.s,independent,did not vote,NA,5,did not vote,independent
748,2018,25,black,female,12,high school,NA,high school,none,apartment house,NA,protestant,"2 gens, children",libra,someone else,private,never married,0,1,20,city gt 250000,e. nor. central,both in u.s,not str democrat,NA,NA,NA,voted,democrat
1492,2018,58,white,female,18,graduate,NA,bachelor,none,detached 1-fam house,own or is buying,protestant,1 gen,aries,someone else,private,married,0,0,NA,50000 to 250000,south atlantic,both in u.s,strong republican,voted,romney,9,voted,republican
2017,2018,49,white,female,12,high school,high school,high school,none,trailer,own or is buying,protestant,"2 gens, children",pisces,someone else,private,divorced,3,2,21,town lt 50000,pacific,both in u.s,strong republican,voted,romney,9,voted,republican
2156,2018,26,white,male,17,bachelor,bachelor,graduate,less than 2 yrs,apartment house,pays rent,none,1 gen,aries,someone else,government,never married,1,0,NA,city gt 250000,w. nor. central,both in u.s,strong democrat,voted,obama,9,voted,democrat
2300,2018,77,black,male,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,self-employed,private,married,9,3,23,farm,south atlantic,both in u.s,not str democrat,voted,obama,2,voted,democrat
1699,2018,25,white,female,13,high school,bachelor,NA,none,2 units side by side,pays rent,none,1 gen,libra,someone else,private,married,5,3,18,town lt 50000,e. nor. central,both in u.s,NA,did not vote,NA,5,did not vote,NA
1660,2018,89,white,male,8,lt high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,private,divorced,7,5,19,farm,south atlantic,both in u.s,strong democrat,voted,obama,5,voted,democrat
1748,2018,58,white,male,10,high school,high school,high school,2 to 4  years,detached 1-fam house,own or is buying,protestant,1 gen,libra,someone else,private,widowed,4,2,22,town lt 50000,e. nor. central,both in u.s,"ind,near rep",voted,obama,7,voted,independent
1147,2018,30,white,female,12,lt high school,NA,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",cancer,someone else,private,married,1,3,18,big-city suburb,mountain,neither in u.s,not str democrat,did not vote,NA,3,voted,democrat
290,2018,83,white,female,12,high school,NA,lt high school,none,apartment house,own or is buying,catholic,1 gen,virgo,someone else,private,widowed,1,4,24,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,7,voted,democrat
343,2018,35,black,female,16,bachelor,graduate,bachelor,none,detached 1-fam house,NA,protestant,1 gen,pisces,someone else,private,married,3,2,29,big-city suburb,south atlantic,father only,independent,voted,obama,NA,voted,independent
813,2018,52,black,female,16,bachelor,NA,high school,none,apartment house,pays rent,protestant,1 gen,aries,self-employed,private,married,0,3,18,50000 to 250000,south atlantic,both in u.s,"ind,near dem",voted,obama,5,voted,independent
692,2018,32,black,female,14,high school,NA,lt high school,none,detached 1-fam house,pays rent,protestant,"3 gens, grandchldrn",aquarius,someone else,private,divorced,7,3,26,city gt 250000,south atlantic,mother only,not str democrat,voted,obama,6,voted,democrat
2294,2018,77,black,female,9,lt high school,lt high school,lt high school,none,trailer,pays rent,protestant,1 gen,virgo,someone else,government,widowed,11,7,30,farm,south atlantic,both in u.s,strong democrat,voted,obama,7,voted,democrat
703,2018,73,black,male,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,sagittarius,someone else,private,divorced,6,3,18,farm,e. sou. central,both in u.s,strong democrat,voted,obama,3,voted,democrat
2002,2018,60,white,female,15,high school,high school,NA,none,detached 1-fam house,own or is buying,none,1 gen,NA,someone else,private,divorced,7,2,33,big-city suburb,pacific,both in u.s,strong democrat,voted,obama,7,voted,democrat
1231,2018,39,white,female,12,high school,junior college,bachelor,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",gemini,someone else,private,divorced,6,2,25,town lt 50000,e. sou. central,both in u.s,"ind,near rep",did not vote,NA,7,voted,independent
1756,2018,35,white,female,16,bachelor,high school,high school,none,2 units-one above,own or is buying,none,"2 gens, children",libra,someone else,private,married,1,2,26,"country,nonfarm",e. nor. central,both in u.s,independent,voted,obama,7,voted,independent
1452,2018,82,black,male,12,high school,NA,lt high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,cancer,someone else,government,widowed,11,2,30,town lt 50000,south atlantic,both in u.s,independent,voted,obama,5,voted,independent
1704,2018,19,black,female,12,high school,high school,high school,none,apartment house,pays rent,none,1 gen,libra,someone else,private,never married,6,0,NA,town lt 50000,e. nor. central,both in u.s,not str democrat,ineligible,NA,6,did not vote,democrat
2284,2018,35,white,female,12,high school,lt high school,lt high school,none,trailer,own or is buying,protestant,1 gen,aries,someone else,private,married,7,6,22,"country,nonfarm",e. sou. central,both in u.s,independent,NA,NA,7,did not vote,independent
936,2018,67,white,male,16,bachelor,NA,high school,none,detached 1-fam house,NA,protestant,1 gen,leo,someone else,government,married,2,1,37,town lt 50000,south atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1875,2018,36,white,female,12,high school,lt high school,junior college,none,apartment house,pays rent,protestant,"2 gens, children",pisces,someone else,private,married,2,3,16,town lt 50000,e. sou. central,both in u.s,"ind,near rep",did not vote,NA,4,did not vote,independent
1818,2018,57,white,male,14,high school,high school,NA,none,apartment-commercial,pays rent,none,1 gen,leo,someone else,private,divorced,5,2,21,50000 to 250000,w. nor. central,both in u.s,"ind,near dem",voted,NA,7,voted,independent
633,2018,39,black,female,15,high school,high school,bachelor,none,apartment house,NA,protestant,1 gen,capricorn,someone else,private,never married,1,1,16,big-city suburb,e. nor. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
109,2018,54,white,female,16,bachelor,high school,high school,none,detached 1-fam house,NA,catholic,1 gen,pisces,someone else,private,married,3,5,20,town lt 50000,middle atlantic,both in u.s,independent,voted,obama,NA,did not vote,independent
620,2018,80,white,female,12,high school,high school,high school,none,apartment house,pays rent,catholic,1 gen,taurus,someone else,private,widowed,2,4,19,50000 to 250000,w. sou. central,both in u.s,strong republican,voted,romney,7,voted,republican
2037,2018,37,white,male,14,high school,NA,bachelor,none,3-4 fam house,pays rent,none,1 gen,gemini,someone else,private,never married,0,1,22,"country,nonfarm",pacific,both in u.s,not str democrat,voted,obama,5,voted,democrat
1574,2018,70,black,female,12,high school,NA,lt high school,none,detached 1-fam house,pays rent,protestant,1 gen,pisces,someone else,private,married,7,2,20,50000 to 250000,e. sou. central,both in u.s,strong democrat,voted,obama,5,voted,democrat
504,2018,37,white,male,11,high school,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",taurus,someone else,government,married,1,1,33,50000 to 250000,e. sou. central,both in u.s,"ind,near rep",did not vote,NA,NA,voted,independent
2098,2018,33,white,female,14,junior college,high school,lt high school,none,detached 1-fam house,NA,none,"3 gens, grandchldrn",libra,someone else,private,never married,3,1,16,50000 to 250000,w. sou. central,both in u.s,"ind,near rep",NA,NA,NA,did not vote,independent
1434,2018,35,black,female,15,graduate,NA,lt high school,none,apartment house,pays rent,catholic,1 gen,libra,someone else,private,divorced,5,0,NA,50000 to 250000,foreign,neither in u.s,not str democrat,ineligible,NA,7,did not vote,democrat
395,2018,34,white,male,0,lt high school,bachelor,bachelor,none,2 units-one above,pays rent,other,1 gen,capricorn,someone else,private,married,5,0,NA,city gt 250000,middle atlantic,father only,not str democrat,voted,obama,10,voted,democrat
486,2018,50,black,female,11,high school,high school,NA,none,detached 1-fam house,NA,protestant,"3 gens, grandchldrn",leo,someone else,private,divorced,4,5,19,city gt 250000,w. sou. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1671,2018,21,white,male,12,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",cancer,someone else,government,never married,2,0,NA,town lt 50000,south atlantic,both in u.s,strong democrat,ineligible,NA,5,voted,democrat
667,2018,34,white,male,14,junior college,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,gemini,someone else,government,never married,1,0,NA,50000 to 250000,south atlantic,both in u.s,"ind,near rep",voted,romney,7,voted,independent
660,2018,51,black,male,14,high school,high school,high school,none,apartment house,pays rent,protestant,1 gen,pisces,someone else,private,divorced,2,2,26,big-city suburb,middle atlantic,both in u.s,strong democrat,voted,obama,5,voted,democrat
69,2018,32,black,female,19,graduate,bachelor,bachelor,none,apartment house,pays rent,protestant,1 gen,virgo,someone else,private,never married,1,0,NA,city gt 250000,middle atlantic,neither in u.s,strong democrat,voted,obama,9,voted,democrat
2171,2018,77,white,male,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,government,married,10,3,21,town lt 50000,w. nor. central,both in u.s,strong republican,voted,romney,4,voted,republican
1038,2018,54,white,male,16,bachelor,lt high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,leo,someone else,private,divorced,2,2,38,big-city suburb,middle atlantic,both in u.s,not str republican,voted,obama,6,voted,republican
1279,2018,26,white,female,16,bachelor,junior college,graduate,none,3-4 fam house,pays rent,none,1 gen,sagittarius,someone else,private,never married,2,0,NA,town lt 50000,middle atlantic,mother; fa. dk,strong democrat,did not vote,NA,7,did not vote,democrat
835,2018,38,white,female,19,junior college,high school,high school,none,detached 1-fam house,NA,protestant,1 gen,sagittarius,someone else,private,divorced,4,0,NA,50000 to 250000,south atlantic,both in u.s,"ind,near rep",voted,obama,NA,did not vote,independent
88,2018,46,white,male,16,high school,NA,high school,none,apartment-4 stories,NA,none,"2 gens, children",gemini,someone else,private,married,0,2,32,town lt 50000,south atlantic,mother; fa. dk,strong democrat,voted,obama,NA,voted,democrat
1838,2018,18,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,NA,catholic,1 gen,NA,someone else,private,married,6,2,18,town lt 50000,w. sou. central,both in u.s,not str republican,NA,NA,NA,voted,republican
2106,2018,51,white,male,14,junior college,bachelor,high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,"2 gens, children",gemini,someone else,government,married,3,3,21,big-city suburb,foreign,both in u.s,not str republican,voted,romney,9,voted,republican
1055,2018,66,white,female,12,high school,NA,high school,none,detached 1-fam house,NA,protestant,1 gen,scorpio,someone else,government,married,2,2,25,50000 to 250000,e. sou. central,both in u.s,"ind,near rep",did not vote,NA,NA,did not vote,independent
16,2018,75,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",capricorn,someone else,private,widowed,1,4,20,50000 to 250000,middle atlantic,both in u.s,independent,voted,obama,5,did not vote,independent
